,EAN,,Name,,,,,,EKN
Soll,426034815721,0,Nudeln (Farfalle),kg,ÖBS,203,7,"-48,589","2,14 €"
Soll,426034815786,0,"Sheabutter (Unverpackt e.V.), 230g",230g,,602,7,-1,"3,00 €"
Soll,426034815807,0,"Nudeln aus Kichererbsen (Fusilli), 10kg",kg,bana,203,7,"-9,77","7,80 €"
Soll,403402922000,0,Träublein,"0,75",,501,19,-1,"6,38 €"
Soll,426036585066,0,Body Butter Shea 100 ml,St,,602,19,-1,"4,99 €"
Soll,426036585432,0,Hand Cream (Olive) 25ml,25ml,,602,19,-1,"2,70 €"
Soll,426036585474,0,"Beauty Cream, 50ml",50ml,,602,19,-6,"9,99 €"
Soll,426036585912,0,"Gummihandschuhe, Gr. L",St,,9999,19,-23,"1,50 €"
Soll,403312200021,0,Dinkel,kg,adm,201,7,"-227,982","2,00 €"
Soll,401933945166,0,Weiße Bohnen,kg,DAV,304,7,"-67,666","4,50 €"
Soll,11406,0,Pfand 15 Cent 19%,St,,9999,19,"17810,699","0,15 €"
Soll,11407,0,Pfand 8 Cent 19%,St,,9999,19,-1679,"0,08 €"
Soll,11408,0,Pfand 15 Cent 7%,St,,9999,7,-24840,"0,15 €"
Soll,11410,0,Pfand 25 Cent 19%,St,,9999,19,-484,"0,25 €"
Soll,426039779002,0,Zahnbürste hellblau -mittel,St,HYD,602,19,-11,"1,50 €"
Soll,426039779001,0,Zahnbürste -weich-,St,HYD,602,19,-14,"1,50 €"
Soll,426039779005,0,Zahnbürste rot -mittelweich,St,HYD,602,19,-1,"1,50 €"
Soll,426039779011,0,Kinder-Zahnbürste weich,St,HYD,602,19,12,"1,50 €"
Soll,426039779254,0,"Interdental-Bürste 0,40",St,HYD,602,19,-13,"1,11 €"
Soll,12288,0,Dinkel Spirelli,kg,,203,7,"-155,792","4,80 €"
Soll,11088,0,Schokolade versch. Sorten,kg,,402,7,"-132,254","21,35 €"
Soll,702,0,"Brezn, Bio",St,BROT,104,7,-6244,"0,90 €"
Soll,705,0,"Semmel, Bio",St,BROT,104,7,-13071,"0,87 €"
Soll,712,0,"Laugenstange, Bio",St,BROT,104,7,-550,"0,78 €"
Soll,12444,0,Mammalade 400g,400g,,401,7,-200,"3,74 €"
Soll,714,0,"Brotzeitstangerl, Bio",St,BROT,104,7,-5,"3,50 €"
Soll,715,0,"Dinkelblüte, Bio",St,BROT,104,7,-502,"4,33 €"
Soll,716,0,"Baguette, Bio",St,BROT,104,7,-1947,"3,59 €"
Soll,717,0,"Pfundskerl, Bio",St,BROT,104,7,-694,"3,65 €"
Soll,718,0,"Roggennatur, Bio",kg,BROT,104,7,"-2293,902","5,28 €"
Soll,720,0,"Altbayerischer Bauernlaib, Bio",kg,BROT,104,7,"-1918,018","5,76 €"
Soll,721,0,"Braumeister, Bio",kg,BROT,104,7,"-2152,711","6,15 €"
Soll,722,0,"Chia Nuss, Bio",kg,BROT,104,7,"-2101,27","7,93 €"
Soll,723,0,"Athlet, Bio",Stk,BROT,104,7,-417,"5,15 €"
Soll,724,0,"Vollkornkraft, Bio",Stk,BROT,104,7,-597,"6,85 €"
Soll,11449,0,Nackthafer,kg,,201,7,"16,286","2,96 €"
Soll,11451,0,Belugalinsen,kg,,304,7,"-113,21","5,66 €"
Soll,11452,0,Aprikosenhälften wild,kg,,303,7,"-2,234","10,24 €"
Soll,11455,0,Erdmandeln geschält,kg,,303,7,"4,2","9,60 €"
Soll,11432,0,Studierendenfutter,kg,,303,7,"-133,29","10,63 €"
Soll,11434,0,Cashewkerne,kg,,303,7,"-100,258","14,99 €"
Soll,11436,0,Mandeln,kg,,303,7,"-441,726","10,59 €"
Soll,11440,0,Walnusskerne,kg,,303,7,"-367,308","9,35 €"
Soll,11446,0,Sultaninen,kg,,303,7,"-451,39","6,90 €"
Soll,11447,0,Cranberries,kg,,303,7,"-64,866","14,60 €"
Soll,11448,0,Sauerkirschen,kg,,303,7,"-25,496","14,53 €"
Soll,11456,0,"Mango, getrocknet",kg,,303,7,"-115,564","12,03 €"
Soll,11457,0,Kokoschips,kg,bana,303,7,"-35,852","12,52 €"
Soll,11458,0,"Aprikosen, getrocknet",kg,,303,7,"-97,975","13,90 €"
Soll,11459,0,Pinienkerne,kg,,303,7,"-38,1","42,90 €"
Soll,11460,0,Elimba Kugel,St,,402,7,-7,"2,01 €"
Soll,11465,0,ShampooBit verschiedene Sorten,55 g,RSR,602,19,-512,"4,05 €"
Soll,11469,0,ShampooBit Conditioner 60g,60 g,RSR,602,19,-36,"5,19 €"
Soll,426049303151,0,Cashew Rosmarin & Thymian,St,FF,303,7,-34,"3,35 €"
Soll,11475,0,CleansingBit verschiedene Sorten,65 g,RSR,602,19,-2,"5,19 €"
Soll,402694100406,0,Peperoni mild,St,BOY,302,7,-11,"2,68 €"
Soll,11477,0,Bodybutter verschiedene Sorten,70 g,RSR,602,19,-49,"5,24 €"
Soll,426041898486,0,Bademilch Baby,150 g,RSR,602,19,-12,"3,36 €"
Soll,11506,0,rebeutel einzeln,St,RBT,601,19,-8,"1,75 €"
Soll,11514,0,"Honig Waldblüte Gastrogebinde, Bio",kg,siz,401,7,"-84,994","12,65 €"
Soll,74283268384,0,"Honig Perlmutt, Bio",400 g,,401,7,-53,"5,96 €"
Soll,11517,0,Bio-Honig Bernstein Akazie (klar) - 400g,400g,siz,401,7,2,"6,64 €"
Soll,11519,0,Bio-Honig Bernstein Wald (klar) - 400g,400g,siz,401,7,2,"6,64 €"
Soll,74283268385,0,"Honig Bernstein , Bio",400g,siz,401,7,-160,"6,64 €"
Soll,71053582405,0,Nussmus,kg,,303,7,"-96,352","17,52 €"
Soll,11523,0,Knoblauch ,kg,br,101,7,"-61,82","10,50 €"
Soll,11526,0,Rettich weiß,St,L,101,7,-28,"1,35 €"
Soll,11529,0,Quinoa,kg,,201,7,"-111,628","6,00 €"
Soll,11532,0,Zucchini,kg,br,101,7,"-324,418","4,20 €"
Soll,400930965452,0,Zuckermais im Pfandglas,500g,MAR,302,7,-256,"2,49 €"
Soll,12500,0,Weckglas,St,,601,19,-58,"1,00 €"
Soll,426077054232,0,Himbeeren (gefriergetrocknet),45g,TAA,303,7,-101,"5,24 €"
Soll,426077054233,0,Erdbeeren (gefriergetrocknet),35g,TAA,303,7,-46,"3,55 €"
Soll,426000764571,0,Seife Bonbon mit Karitébutter,100g,sdm,602,19,-1,"1,45 €"
Soll,12502,0,Teedose gold,St,,601,19,-1,"2,00 €"
Soll,426065073198,0,Kimchi Spicy,St,,302,7,-4,"3,30 €"
Soll,403789221822,0,Spülbürstengriff sand,St,,604,19,-1,"3,95 €"
Soll,403789221811,0,Spülbürstengriff dunkelblau,St,,604,19,-10,"3,95 €"
Soll,403789221855,0,Spülbürstengriff schilf,St,,604,19,-7,"3,95 €"
Soll,403789250130,0,Kupfertuch 2er Set,St,,604,19,-29,"3,95 €"
Soll,403789252123,0,Spültuch,St,,604,19,-3,"6,95 €"
Soll,12505,0,Kindermalbürste,St,,604,19,6,"2,75 €"
Soll,12506,0,Flaschenbürste,St,,604,19,-6,"1,90 €"
Soll,403312200498,0,Basis Müsli,5kg,,202,7,-6,"12,50 €"
Soll,12509,0,Latte macchiato,St,,700,19,-336,"1,50 €"
Soll,426069772020,0,Oregano,St,,600,7,"-0,775","2,29 €"
Soll,426069772034,0,Thymian Bio,St,,600,7,-4,"2,29 €"
Soll,426069772153,0,Aubergine,St,,101,7,-12,"2,29 €"
Soll,401553304938,0,Care Bitter Kräuter,330ml,VOE,501,19,-25,"3,24 €"
Soll,12511,0,Kürbiskerne zum Knabbern,kg,,402,7,"4,482","20,87 €"
Soll,12510,0,Kürbiskerne dunkle Schokolade Chili,kg,,402,7,"-31,257","19,30 €"
Soll,426065073105,0,"Kimchi, original",240g,com,302,7,-131,"3,88 €"
Soll,426049122294,0,Deostick Sensitive Highland Breeze,40g,BDN,602,19,-15,"3,85 €"
Soll,426065073104,0,goji rote beete,220g,com,101,7,-13,"2,63 €"
Soll,11938,0,Wirsing,kg,,101,7,"-47,068","2,31 €"
Soll,426001264577,0,Mein kleiner Teekräutergarten Saatgut Box,St,,600,7,-2,"7,90 €"
Soll,978344627267,0,Stumme Erde,St,,605,7,1,"18,70 €"
Soll,11515,0,gebrannte Nüsse,kg,,303,7,"-31,976","19,30 €"
Soll,426049122293,0,Deostick Sensitive Lemon&Lime,40g,BDN,602,19,-14,"3,85 €"
Soll,978383218217,0,die Wahrheit über unser Essen,St,,605,7,-1,"18,70 €"
Soll,401719446544,0,Joghurt Drachenfrucht Guave,500g,,102,7,-2,"1,54 €"
Soll,401872200082,0,Kichererbsen Fusilli,250g,ALU,203,7,-1,"1,85 €"
Soll,426011229631,0,Jalapeno Mayonnaise,200ml,MKS,302,7,-23,"2,19 €"
Soll,871357600368,0,Kokos Schlagcreme,400g,TER,302,7,-22,"2,30 €"
Soll,401553305502,0,Natives Olivenöl extra,"0,75l",VOE,302,7,-16,"11,28 €"
Soll,978384263027,0,Bio-Lebensmittel,St,,605,7,1,"12,70 €"
Soll,425008578209,0,Reissirup,500g,BTR,401,7,1,"2,14 €"
Soll,978383218182,0,Wildes Land,St,,605,7,-14,"17,52 €"
Soll,978335103873,0,Geflochtenes Süßgras,St,,605,7,-3,"20,90 €"
Soll,426049303333,0,Fairchoc Erdnuss,250g,FFF,402,7,-52,"3,33 €"
Soll,401973601276,0,BBQ Beans,370g,ZWE,302,7,-16,"2,07 €"
Soll,426049303332,0,Fairchoc Haselnuss,250g,FFF,401,7,-186,"3,99 €"
Soll,426049303334,0,Fairchoc Cashew,250g,FFF,401,7,-71,"3,99 €"
Soll,426065073075,0,"Kimchi, mild",240g,com,302,7,-149,"3,10 €"
Soll,11521,0,Roter Reis,kg,,203,7,"-1,866","5,30 €"
Soll,426076494011,0,Birnen Schnitten,220g,DDO,302,7,-4,"1,82 €"
Soll,403312200553,0,Crunchy Himbeere,kg,,202,7,"-0,38","8,80 €"
Soll,978370662976,0,Unser Leben mit Permakultur,St,,605,7,1,"20,00 €"
Soll,401553305508,0,Brat & Backöl,750ml,VOE,302,7,-35,"4,55 €"
Soll,401553305506,0,Natives Sonnenblumenöl,"0,75l",VOE,302,7,-12,"4,88 €"
Soll,426077054230,0,Wildheidelbeeren,35 g,,303,7,-14,"3,59 €"
Soll,12469,0,Dinkel Pane Picco Sesam Schwarzkümmel,kg,,402,7,"-38,968","10,25 €"
Soll,12512,0,Dinkel Schoko Vollkorn Cookies,kg,,402,7,"-0,534","11,15 €"
Soll,426076052029,0,Tzatziki,250g,blf,102,7,-22,"2,63 €"
Soll,540701020091,0,Delikatess Mayonnaise,250ml,MBQ,300,7,-216,"2,35 €"
Soll,427000176552,0,Kombucha Ingwer Limette,"0,33l",FIF,501,19,-38,"2,64 €"
Soll,427000176558,0,Kombucha Himbeere Basilikum,330ml,,501,19,-17,"2,64 €"
Soll,12513,0,Pfeffer bunt Bio,kg,,301,7,"-3,342","24,80 €"
Soll,978370662973,0,Stadtgemüse,St,,605,7,1,"22,30 €"
Soll,12514,0,Jasminreis,KG,DAV,203,7,"-285,21","3,30 €"
Soll,426036585175,0,Lip Balm Lime 12 g,St,fasq,602,19,-7,"3,50 €"
Soll,426012374979,0,Seifendose Alu,St,SDM,604,7,-4,"2,60 €"
Soll,404912818458,0,Rustikaler Hofeintopf,kg,CNH,201,7,"-0,232","9,43 €"
Soll,404912818460,0,Urkornrisotto Tomate & Basilikum,kg,CNH,201,7,"-4,652","14,26 €"
Soll,427000176555,0,Kombucha Holunder Quitte,"0,33l",FIF,501,19,-37,"2,64 €"
Soll,405611401557,0,Dinkel Cantuccini,kg,SOM,402,7,"-90,624","12,73 €"
Soll,401846215751,0,Gewürzketchup,500ml,BYO,302,7,-14,"3,19 €"
Soll,426076494013,0,Ananasstücke,300g,de,302,7,-14,"2,09 €"
Soll,426076494007,0,Aprikosen ganze Frucht,700g,DDO,302,7,-7,"2,34 €"
Soll,426072264043,0,Seifenhalter Savont,St,,604,19,4,"3,40 €"
Soll,12474,0,Gesichtsbürste rund,St,,604,19,-9,"4,95 €"
Soll,12517,0,Grüne Bohnen,kg,,101,7,"-5,46","5,00 €"
Soll,401553305680,0,Öl Ausgießer,Stk,VOE,604,19,-5,"4,85 €"
Soll,426036027145,0,Brechbohnen Nur Puur,185g,NPU,302,7,-46,"1,41 €"
Soll,520242312410,0,Mediterraner Cocktail  Mix,St,MAN,302,7,-4,"3,64 €"
Soll,250000002606,0,Glas 1700 ml,St,,601,7,1,"1,26 €"
Soll,401553305140,0,Haferdrink Barista frisch,l,VOE,102,19,-152,"1,63 €"
Soll,427000176550,0,Kombucha PUR,"0,33l",FIF,501,19,-19,"2,64 €"
Soll,871243950047,0,Pistazienmus,175g,MKI,303,7,-1,"8,35 €"
Soll,426049303174,0,Paranuss natur fairtrade,295g,FFF,303,7,-7,"6,49 €"
Soll,400930911454,0,Gewürzgurken ohne Zuckerzusatz,670g,,302,7,-36,"3,65 €"
Soll,426075899362,0,Apfelmark im Pfandglas,500g,HIZ,401,7,-367,"1,88 €"
Soll,12521,0,Tomate ,kg,,101,7,"-245,962","5,07 €"
Soll,402429734913,0,Ahornsirup Grad A,375ml,NAT,401,7,-12,"7,09 €"
Soll,12522,0,Gin Geschenkfläschen,100 ml,,606,7,-5,"2,00 €"
Soll,426041898042,0,Conditioner Mini,25g,,602,19,-2,"2,97 €"
Soll,426041898821,0,Hanf Schwamm,stk,,604,19,-5,"2,37 €"
Soll,426077054751,0,Mandel-Pistazienmus,250g,TAA,303,7,-37,"6,70 €"
Soll,12213,0,Picknick-Serviette,St,,604,19,3,"9,10 €"
Soll,403789252112,0,Küchenhandtuch sand,St,,600,7,-1,"0,00 €"
Soll,403091702830,0,Cheesana Jalapeno,170g,SAC,302,7,-27,"2,05 €"
Soll,426048563187,0,vegane Helle mit Cashew Creme,80g,f,402,7,-50,"2,89 €"
Soll,74517810467,0,Pumphead Silber,St,,604,19,2,"8,90 €"
Soll,74045018352,0,Moor Körperseife,St,,602,19,-6,"3,87 €"
Soll,11273,0,Spültuch,St,,604,19,-8,"6,90 €"
Soll,426045353108,0,Wechselkopf Soft,St,,602,19,-24,"3,78 €"
Soll,426045353100,0,Wechselkopfzahnbürste Tio medium,St,,602,19,-46,"2,18 €"
Soll,426039779015,0,Wattestäbchen,St,,602,19,-74,"0,92 €"
Soll,426045353102,0,Wechselkopfzahnbürste Tio soft,St,,602,19,-18,"2,69 €"
Soll,978396244300,0,Die Rückkehr der Wildnis,St,,605,7,-1,"0,00 €"
Soll,978370662972,0,Projekte zum Anpacken,St,,605,7,2,"18,60 €"
Soll,426075899175,0,Fruchtaufstrich Erdbeere,260g,bana,401,7,-63,"2,42 €"
Soll,426075899273,0,Fruchtaufstrich rote Johannisbeere,260g,HIZ,401,7,-25,"2,28 €"
Soll,401719446908,0,Mandel Vanille Joghurt,500g,SBG,102,7,-2,"1,54 €"
Soll,401973601719,0,Tomatensauce Linsen Bolognese,340ml,ZWE,302,7,-54,"1,97 €"
Soll,426034815875,0,Tomaten Passata Bio&So,500g,CTO,302,7,-573,"1,92 €"
Soll,426034815880,0,Ketchup Bio&So,550g,bana,302,7,-138,"2,59 €"
Soll,426075899136,0,Tomaten stückig Bio&So,500g,CTO,302,7,-587,"2,11 €"
Soll,426075899414,0,Kokosmilch Bio&So,250ml,bana,302,7,-534,"1,55 €"
Soll,426075899028,0,Tomatenmark Bio&So,270g,CTO,302,7,-298,"2,39 €"
Soll,401553305510,0,Natives Rapsöl,"0,75l",VOE,302,7,-8,"4,88 €"
Soll,12520,0,Kräuter,St,,101,7,-61,"0,80 €"
Soll,427000355969,0,Naturseife BioRegional Minze,100g,son,602,19,-21,"2,12 €"
Soll,12525,0,Champignonbürste rund,St,,604,19,-3,"2,55 €"
Soll,402701302102,0,Viva Bavaria Festbier,"0,5l",RBB,501,19,-11,"0,95 €"
Soll,400847149497,0,Joghurt Pflaume Zimt,500g,SÖB,102,7,-2,"1,80 €"
Soll,401719446530,0,Bananensplit Joghurt,St,SBG,102,7,-34,"1,54 €"
Soll,12952,0,"Schokohase Reismilch, vegan 100 g",St,,402,7,-10,"4,65 €"
Soll,12953,0,"Schokohase, Vollm. 25 g",St,,402,7,-33,"1,55 €"
Soll,12954,0,"Schokohase, veg 25g",St,,402,7,-18,"1,50 €"
Soll,12955,0,Zitronen-Dinkelkekse,100g,,402,7,"-2,484","15,00 €"
Soll,12956,0,Schoko-Dinkelkekse Nougat,100g,,402,7,"-5,112","20,15 €"
Soll,12957,0,Provence-Kekse,Kg,,402,7,"-3,646","14,45 €"
Soll,427000208313,0,Wildbag 120 l Schwerlast,St,,604,19,-8,"4,00 €"
Soll,12973,0,Rio de Coco Körperlotion,kg,CMD,602,19,"-15,174","18,35 €"
Soll,12975,0,Puntarelle    6kg           IT,kg,L,101,7,"-1,208","2,40 €"
Soll,12979,0,Physalis lose               PE,kg,S,101,7,"-0,72","20,20 €"
Soll,540701020028,0,Brotaufstrich Dattel Chilli,250g,MBQ,302,7,-203,"2,67 €"
Soll,400930945079,0,Rote Bete im Pfandglas,St,mar,302,7,-53,"2,09 €"
Soll,10047,0,Backkürbis Delicata,Kg,,101,7,"-6,496","2,53 €"
Soll,10328,0,Teelichtglas,St,,600,7,-125,"0,28 €"
Soll,12990,0,"Kuchen 4,50 €",St,,103,7,-968,"1,40 €"
Soll,12999,0,Löwenzahn Catalogna         IT,kg,L,300,7,"-5,612","2,55 €"
Soll,401719447112,0,Skyr Vanille,500g,SBG,102,7,-197,"1,82 €"
Soll,427000367850,0,SchokoSchatz,St,scs,400,7,-18,"3,20 €"
Soll,13010,0,Gänseblümchen           Bayern,Töpfe,br,1800,7,-9,"1,80 €"
Soll,426077054013,0,Kalamon Oliven mit Stein in Olivenöl im Pfandglas,250 g,ban,302,7,-25,"3,83 €"
Soll,12997,0,Balsamico Bianco offen 5l,kg,,302,7,"-48,174","9,60 €"
Soll,74576007852,0,Gesichtscreme Kräutermagie,St,,602,19,-6,"7,13 €"
Soll,12998,0,Instant-Getreidekaffee,kg,Nat,502,7,"-15,374","23,50 €"
Soll,540701020023,0,Mango Curry,St,MBQ,302,7,-167,"2,60 €"
Soll,401719446531,0,Joghurt Stachelbeere,St,SBG,102,7,-57,"1,54 €"
Soll,13013,0,"Quarktasche, Bio",St,BROT,104,7,-321,"2,15 €"
Soll,426045353112,0,Zahnseidespender Tio,St,,602,19,-31,"4,34 €"
Soll,540701020026,0,Brotaufstrich Aubergine,250g,MBQ,302,7,-161,"2,60 €"
Soll,13014,0,KBO Holzdose klein,St,KBO,601,7,-6,"5,00 €"
Soll,13017,0,Hase,St,KBO,600,19,-5,"1,20 €"
Soll,13016,0,Ostertüte,St,KBO,600,19,-1,"1,00 €"
Soll,13020,0,Leinentasche,St,KBO,600,19,-1,"20,00 €"
Soll,13021,0,Kuchentransporttasche,St,KBO,600,19,-1,"15,00 €"
Soll,13022,0,Tischdeckentasche,St,KBO,600,19,-1,"15,00 €"
Soll,13023,0,Osterglas,St,KBO,600,19,-1,"1,20 €"
Soll,401553305866,0,Shot Ingwer Zitrone Honig,St,VOE,501,7,-23,"1,82 €"
Soll,401553305816,0,Bio Zisch OrangeMaracuja,"0,33l",VOE,501,19,-50,"1,01 €"
Soll,401553305823,0,Grüne Energie kühlfrisch,St,VOE,501,7,-19,"2,38 €"
Soll,401553305820,0,Bio Zisch Light Mate Cola,"0,33l",VOE,501,19,-20,"1,01 €"
Soll,401553305740,0,Bio Zisch Light Himbeer Cassis,"0,33l",VOE,501,19,-44,"1,01 €"
Soll,13024,0,Vanilleschoten Bourbon Madagaskar Bio,St,,301,7,"-42,02","0,50 €"
Soll,13025,0,Nougatbusserl,St,,402,7,-442,"0,88 €"
Soll,13026,0,Nougatbarren Mini,kg,,402,7,"-0,52","24,35 €"
Soll,13027,0,Schokoherz vegan RM Blüte,St,,402,7,-21,"2,56 €"
Soll,13028,0,Schokoherz weiß,St,,402,7,-8,"2,46 €"
Soll,13029,0,Tafel ZB m Herz vegan Reismilch,St,,402,7,-8,"2,46 €"
Soll,13030,0,Schokotafel ZB m.Herz vegan (quadr.) 50g,St,,402,7,-17,"4,10 €"
Soll,13031,0,Saattütchen,St,,600,19,-3,"1,50 €"
Soll,13032,0,Glücksschweinchen,St,,400,7,-12,"1,32 €"
Soll,13033,0,"Kuchensnack 1,50 €",St,,103,7,-56,"0,50 €"
Soll,401719447070,0,"Speisequark 20 %, Bio",500g,SBG,102,7,-188,"1,82 €"
Soll,401973601780,0,LupiLove Protein Rote Bete,135g,ZWE,302,7,-48,"1,42 €"
Soll,401973601782,0,LupiLove Protein Tomate,135g,ZWE,302,7,-40,"1,44 €"
Soll,401973601786,0,LupiLove Protein PaprikaPfeffe,135g,ZWE,302,7,-47,"1,42 €"
Soll,871243950099,0,Tahin Sesammus ohne Salz,330g,MKI,302,7,-64,"3,46 €"
Soll,871243950098,0,Kürbiskernmus mit Salz,330g,MKI,304,7,-6,"4,77 €"
Soll,871243950089,0,Mandelmus braun,330g,MKI,700,7,-5,"6,68 €"
Soll,401553306032,0,Sanddorn 100% Muttersaft,330ml,VOE,501,19,-10,"3,57 €"
Soll,404488900476,0,Kakaopulver,100g,VNI,1100,7,-21,"2,20 €"
Soll,402701301800,0,Riedenburger Natur Radler alkoholfre,"0,5l",RBB,501,19,-73,"1,08 €"
Soll,410406003197,0,Joghurt mit Drachenfrucht Guav,500g,AND,200,7,-13,"1,62 €"
Soll,410406003198,0,Joghurt mit Zitrone,500g,AND,102,7,-30,"1,62 €"
Soll,426077054192,0,Pistazien natur ohne Schale,kg,TAA,500,7,"-0,084","60,50 €"
Soll,11286,0,Schafwollpellets Eimer 3 kg,St,,600,19,-2,"25,23 €"
Soll,401846214319,0,Makkaroni semola,5kg,BYO,203,7,-2,"10,50 €"
Soll,520242312417,0,Knoblauch in Olivenöl,185g,MAN,302,7,-11,"3,64 €"
Soll,426049303399,0,Faire Nuss Bolognese,120g,FFF,1000,7,-6,"3,00 €"
Soll,426049303405,0,Faires Nuss Curry,140g,FFF,1000,7,-6,"3,30 €"
Soll,400604021530,0,kokosöl nativ 525g,St,,302,7,-10,"5,48 €"
Soll,13057,0,Bärlauch Bund               DE,Bund,L,1300,7,-3,"1,40 €"
Soll,426006896008,0,Apfel Birnen Secco alkoholfrei,St,,501,19,-7,"4,09 €"
Soll,13061,0,Dicke Bohnen   ,kg,L,101,7,"-6,018","5,40 €"
Soll,74045018375,0,Savion Körperseife EM-A,St,sa,602,19,-30,"4,14 €"
Soll,74045018314,0,Savion Körperseife Lavendel-Lemongras,St,sa,602,19,-44,"3,87 €"
Soll,74045018311,0,Savion Körperseife Johanniskraut,St,sa,602,19,-29,"3,87 €"
Soll,74045018305,0,Savion Körperseife Aloe Vera,St,sa,602,19,-32,"3,87 €"
Soll,74045018315,0,Savion Körperseife Mandarine,St,sa,602,19,-37,"3,87 €"
Soll,74045018322,0,Savion Körperseife Rose,St,sa,602,19,-34,"3,87 €"
Soll,74045018327,0,Wäscheseife,St,sa,602,19,-4,"3,82 €"
Soll,74045018297,0,Rasierseife,St,sa,602,19,-4,"2,80 €"
Soll,13078,0,Fackeldose,St,,604,19,-1,"4,00 €"
Soll,13079,0,Dinkelzwieback,kg,,104,7,"-6,858","4,62 €"
Soll,13087,0,Liebstöckel Bio,kg,SSP,301,7,"-0,322","29,00 €"
Soll,13088,0,Avocado Topping Bio,kg,SSP,301,7,"-5,256","26,50 €"
Soll,13089,0,KBO Bilderrahmen groß ,St,,600,7,-5,"6,00 €"
Soll,13090,0,Universalschmierseife,kg,ULR,603,19,"-14,084","2,81 €"
Soll,401563701879,0,Hafer Müsli Schoko+Flakes,425g,BAK,600,7,-8,"2,63 €"
Soll,404228750410,0,2 Viertel Weißwein Cuvee,"0,5l",wga,501,19,-74,"5,10 €"
Soll,404228750510,0,2 Viertel Rotwein Cuvee,"0,5l",wga,501,19,-14,"5,10 €"
Soll,13105,0,Bambus Allzwecktücher XL 27x30,St,,604,19,-7,"4,36 €"
Soll,13106,0,Hase lachend 75g,St,,402,7,-7,"3,35 €"
Soll,13107,0,Schokoherz VM mit Blüten,St,,402,7,-47,"2,83 €"
Soll,13108,0,SchokoHasenTafel VM,St,,402,7,-7,"2,47 €"
Soll,13121,0,Schokoherz ZB,St,,402,7,-11,"1,82 €"
Soll,13128,0,Braunhirsemehl,kg,,201,7,"-7,29","5,20 €"
Soll,13129,0,Fruchtmischung Obstsalat,kg,bana,303,7,"-12,1","73,72 €"
Soll,13130,0,Schwarze Johannisbeeren,kg,bana,303,7,"-5,964","42,68 €"
Soll,13131,0,Karotten lila,kg,,101,7,"-26,748","2,70 €"
Soll,13132,0,Fotokunst-Kalender Franz,St,,600,7,-1,"5,00 €"
Soll,13133,0,Umami Finisher Bio,100g,,301,7,"-0,774","26,90 €"
Soll,13134,0,DENTTABS Strawberry,kg,,602,19,"-0,528","65,08 €"
Soll,13136,0,Snack Paprika Mix süß       IT,kg,L,101,7,"-1,35","6,15 €"
Soll,426047447039,0,Charity Limo Orange,"0,33l",PER,501,19,-72,"1,09 €"
Soll,13044,0,Suppengemüse,St,,0,7,-4,"1,85 €"
Soll,12526,0,"Barbierpinsel, extra groß, Borste, Buche",St,,604,19,2,"7,75 €"
Soll,12527,0,Bratkartoffel Gewürz Bio,kg,,301,7,"-0,717","20,70 €"
Soll,12528,0,Lebkuchen Gewürz Bio,kg,,301,7,"0,74","21,40 €"
Soll,12530,0,Garam Masala Bio,kg,,301,7,"-0,746","24,80 €"
Soll,12531,0,Harissa Bio,kg,,301,7,"-0,56","23,90 €"
Soll,12532,0,Mexican Spice Bio,kg,,301,7,"-0,26","25,90 €"
Soll,12533,0,Zitronenpfeffer Bio,kg,SSP,301,7,"-1,095","36,90 €"
Soll,13137,0,Getreide-Cappuccino,St,,700,19,-77,"0,50 €"
Soll,12534,0,Teelichte Bienenwachs,St,,604,19,-353,"0,42 €"
Soll,12536,0,Kokosblütenzucker,1 kg,,401,7,"-11,214","9,44 €"
Soll,900414500983,0,Pumpkin Spice Sirup,250ml,STN,501,7,-11,"4,99 €"
Soll,405611401570,0,Spekulatius Dinkel Butter,kg,,402,7,"-8,006","11,15 €"
Soll,900414500592,0,Chai Sirup,250ml,STN,501,7,-24,"5,30 €"
Soll,12539,0,Rettertouille,St,,0,7,-3,"4,45 €"
Soll,12541,0,Rettertouille,380ml,,302,7,-1,"4,45 €"
Soll,12542,0,Orangenmarmelade,160ml,,401,7,-1,"3,25 €"
Soll,12543,0,Herzhafte Gemüsebrühe,100g,,300,7,-2,"4,65 €"
Soll,12544,0,Retter Bananen Choco,160ml,,401,7,-1,"3,25 €"
Soll,426062641102,0,A4 Wochenplaner Blamko,St,,606,19,-3,"5,82 €"
Soll,426062641216,0,Notizbuch Jana Chrysanthemum,St,,606,19,1,"9,35 €"
Soll,404912818290,0,Urkorn - Brot,550g,,401,7,-1,"3,00 €"
Soll,404912818471,0,Chiemgauer Knuspertaler,kg,,201,7,"-13,804","12,63 €"
Soll,404912818440,0,Urkorn Milchreis,kg,,203,7,"0,933","11,98 €"
Soll,12545,0,Cashewbruch,kg,dede,303,7,"-323,61","10,63 €"
Soll,427000144865,0,Hautfarben Buntstifte,St,,600,19,-2,"7,84 €"
Soll,427000144867,0,Malbuch,St,,600,7,-6,"7,15 €"
Soll,12546,0,Kerzenhalter für Flaschen,St,,600,19,-24,"2,94 €"
Soll,10061,0,Malbuch für Alle,St,HÄB,600,7,5,"7,15 €"
Soll,10065,0,Zwiebelschmelz,St,ZWE,302,7,-3,"2,22 €"
Soll,10020,0,KBO Tablett Quadrat,St,KBO,600,7,-48,"7,00 €"
